Points in r1,Points in r2,Points in r3,Points in r4,Points in r5,Points in r6,Points in r7,Distance from closest point,Population ,Average Age,Average Household Income ,Activity
0,0,0,0,0,2,8,7.5006666,9546,34,147858.21,0
0,0,0,0,0,1,3,9.2784697,27338,37,136748,0
0,0,0,4,4,6,12,2.5138166,27534,32,132468,0
0,0,0,1,1,1,3,4,17870,41,143598.91,0
0,2,2,33,59,92,221,0.7123854,18614,30,169443.96,1
0,0,0,0,0,0,5,10.2342562,18295,36,108496.35,0
0,0,0,1,1,1,6,4.6350458,23639,42,90300,0
0,0,0,1,2,2,4,2.9868244,15069,44,100927.19,0
0,0,0,0,0,1,6,8.1382028,23639,42,90300,0
0,0,0,0,0,0,1,17.2652831,5023,39,111509.65,0
0,0,0,0,0,0,5,10.3381467,9809,40,146348,0
0,0,0,0,0,1,5,9.712878,18295,36,108496.35,0
4,4,28,63,100,146,236,0.0230868,34221,28,182927.31,1
0,0,0,1,2,2,6,4.130909,23639,42,90300,0
0,0,0,1,2,3,16,4.1108337,12346,41,117432,0
0,0,0,0,0,1,5,7.2034714,27338,37,136748,0
0,0,0,2,2,2,6,2.7241199,23639,42,90300,0
0,0,0,1,1,1,5,3.2015621,8779,39,102729.61,0
0,0,1,1,1,1,7,1.4142136,32393,30,142538.14,0
0,0,0,1,3,3,13,4.5157843,11258,38,116987,1
0,0,0,0,0,0,6,11.5535969,12356,37,101759,0
5,7,15,32,45,126,224,0.0296142,34221,28,182927.31,1
0,1,2,10,27,107,234,0.8497189,36981,31,164856,1
0,0,0,0,2,3,19,5.0786644,26977,23,148577.18,1
0,0,0,0,0,1,3,8.4239932,20434,39,126866,1
0,0,0,0,1,2,23,5.9908263,12210,31,131646.75,0
0,0,0,0,0,0,4,10.3332304,23639,42,90300,0
0,0,0,0,0,0,6,14.1777995,11914,38,107411.92,0
0,0,0,0,1,3,12,5.6760127,13117,41,90426.02,0
0,0,2,21,70,116,237,1.5260227,18614,30,169443.96,1
0,0,0,1,1,1,3,5,16871,35,144796,0
5,7,15,32,45,126,224,0.0064031,34221,28,182927.31,1
0,0,0,1,1,2,2,4.7042534,6513,35,102979.26,0
0,0,3,8,47,82,221,1.6127758,11344,32,162709.06,1
1,1,21,48,60,98,232,0.127059,36981,31,164856,1
0,0,0,1,1,2,7,4.6238512,11345,31,130480.48,0
0,0,0,0,1,1,3,5.8549125,6513,35,102979.26,0
0,0,0,0,0,2,8,8.3354664,32393,30,142538.14,0
0,0,0,0,0,2,12,7.2749821,11345,31,130480.48,0
0,0,0,1,1,2,7,4.9335586,39305,37,138248,0
0,0,0,0,0,2,14,9.2098201,12210,31,131646.75,1
0,0,0,1,1,1,5,4.1976184,35035,40,108496.35,0
0,0,0,0,1,1,11,5.2392748,12360,42,95556,0
0,0,0,0,0,0,4,11.6611279,6232,39,128184,0
0,0,0,0,0,1,4,8.8255507,35035,40,108496.35,0
0,0,0,0,0,1,3,8.9034522,20434,39,126866,0
15,16,23,59,74,131,214,0.0374833,34221,28,182927.31,1
0,0,1,4,7,8,13,1.7150945,8283,36,117590.58,0
0,0,0,1,1,1,18,4,32393,30,142538.14,0
0,0,0,3,6,7,12,2.8812653,8283,36,117590.58,1
0,0,0,0,1,1,4,5.8034473,6513,35,102979.26,0
0,0,0,0,0,1,3,8.005623,5023,39,111509.65,0
0,0,0,0,2,2,12,5.3684125,6232,39,128184,0
0,0,0,1,1,2,14,2.1978157,8748,32,158305,0
0,0,0,2,2,2,5,3.7203265,23639,42,90300,0
0,0,0,0,0,1,3,7.9075913,6513,35,102979.26,0
0,0,0,0,1,3,6,5.5822577,12356,37,101759,0
2,2,9,68,98,146,243,0.1718197,34221,28,182927.31,1
0,0,0,1,1,1,4,3.2140317,3673,41,125552,0
0,0,0,0,0,0,2,13.9903538,39305,37,138248,0
4,10,26,62,94,140,225,0.0328024,34221,28,182927.31,1
0,0,0,0,0,0,3,10.8300508,5023,39,111509.65,0
0,0,0,0,0,1,2,7.8847955,27338,33,137513.32,0
0,0,0,0,0,0,1,16.0330908,8779,39,102729.61,1
0,0,0,1,4,5,11,3.3286634,32393,30,142538.14,0
0,0,0,1,1,1,4,2.3086793,3673,41,125552,0
0,0,0,0,0,13,114,7.139233,32393,30,142538.14,0
0,0,0,1,1,1,5,2.2803509,8924,42,125739.63,0
0,0,0,0,0,1,5,9.7553014,6232,39,128184,0
0,0,0,3,3,4,10,3.4770828,16734,38,150821.66,0
2,2,6,53,64,107,239,0.3208816,18614,30,169443.96,1
0,0,0,0,0,1,5,9.8229324,27338,37,136748,0
0,0,2,3,3,3,9,1.7834226,16734,38,150821.66,0
0,0,0,0,2,4,8,5.1623638,11258,38,116987,0
0,0,0,0,1,2,6,6.5069194,18295,36,108496.35,0
4,4,28,63,99,146,236,0.0230868,34221,28,182927.31,1
0,0,0,1,2,5,17,3.3060437,27534,32,132468,0
0,0,0,0,0,1,11,8.2492424,12360,42,95556,0
0,0,0,1,1,3,6,4.6840154,18295,36,108496.35,0
0,0,0,0,0,3,12,7.4882193,13117,41,90426.02,1
0,0,0,0,0,0,6,11.8431415,16871,35,144796,0
0,1,1,13,20,56,203,0.6904837,18614,30,169443.96,1
0,0,3,6,37,96,230,1.7631931,18614,30,169443.96,0
0,0,0,0,1,2,18,6.6517547,9809,40,146348,0
0,0,0,2,3,5,13,4.4311101,27534,32,132468,0
0,0,0,0,0,1,7,7.3027392,8924,42,125739.63,0
0,0,0,0,0,2,6,7.2826968,23639,42,90300,0
0,0,0,0,1,3,11,6.1854668,9546,34,147858.21,0
0,0,0,0,0,0,6,11.0935572,9450,38,96353.24,0
0,0,0,0,1,3,9,5.8258047,18295,36,108496.35,0
0,0,0,0,0,0,5,12.4907966,17516,34,126162.82,0
0,0,0,1,1,4,10,2.34094,9546,34,147858.21,0
0,0,0,0,1,1,5,6.7082039,17870,41,143598.91,0
0,0,1,13,20,89,243,1.1610099,34221,28,182927.31,0
0,0,0,0,0,2,16,7.5803034,32144,31,167577.18,0
0,0,0,0,1,3,16,5.8249464,20434,39,126866,0
0,0,0,0,0,0,4,14.1481448,5023,39,111509.65,0
0,0,0,0,0,3,12,7.8294317,11311,34,124159,0
9,9,26,72,106,147,237,0.0161555,34221,28,182927.31,1
0,0,0,0,1,8,29,6.8883724,26977,23,148577.18,0
0,0,0,0,1,1,8,5.4711538,11311,34,124159,1
0,0,0,0,5,10,20,5.8366382,12210,31,131646.75,0
0,0,0,1,1,1,2,2.7073973,8779,39,102729.61,0
0,0,5,41,62,90,230,1.0345459,36981,31,164856,1
0,0,0,0,0,0,2,13.6561342,5023,39,111509.65,0
0,0,0,2,2,2,4,2.9068884,13117,41,90426.02,0
0,0,0,0,1,7,17,6.0240041,12210,31,131646.75,1
0,0,0,0,1,1,4,6.5122961,11251,41,106476,0
0,0,0,1,1,3,15,3.324154,12210,31,131646.75,0
2,2,5,68,107,149,245,0.4624327,34221,28,182927.31,0
0,0,0,0,0,2,5,7.4966659,23639,42,90300,0
0,0,0,1,1,3,8,4.8918299,20434,39,126866,0
8,10,24,62,88,136,223,0.0242074,34221,28,182927.31,1
0,0,0,0,0,0,3,13.3296662,11251,41,106476,0
0,0,0,0,1,2,18,5,32393,30,142538.14,0
0,0,0,0,0,0,4,10.6042444,7492,41,87300,0
0,0,0,0,1,1,5,6.6219333,12356,37,101759,0
0,0,2,37,63,87,214,1.0115967,36981,31,164856,1
0,0,0,0,1,3,29,6.0762299,29708,32,152263,0
0,0,0,1,3,4,14,2.2472955,27534,32,132468,1
0,0,0,0,0,2,14,9.0080291,32393,30,142538.14,1
0,0,0,3,4,7,9,3.1607116,20434,39,126866,0
0,0,0,0,1,1,6,5.3310412,35035,40,108496.35,0
0,0,0,1,2,2,7,4.0718546,11345,31,130480.48,0
0,0,0,0,0,0,1,11.3547347,16871,35,144796,1
0,0,0,0,2,2,3,5.9464275,9546,34,147858.21,0
0,0,0,0,1,2,6,5.5036352,27338,37,136748,0
0,0,0,0,1,3,7,6.382006,20434,39,126866,0
0,0,1,2,2,3,9,1.8384776,12346,41,117432,0
0,0,0,0,0,0,4,12.7882759,15069,44,100927.19,1
0,0,1,33,60,113,206,1.4096006,34221,28,182927.31,1
0,0,0,1,1,3,4,4.6209436,15069,44,100927.19,0
0,0,0,0,0,2,4,8.0057309,7394,38,87500,0
0,0,0,0,1,7,24,6.2968246,11311,34,124159,0
0,0,0,1,1,1,1,3.6124784,7492,41,87300,0
0,0,0,0,0,0,4,11.2200713,27338,37,136748,0
0,1,3,19,47,84,226,0.7928304,36981,31,164856,0
0,0,0,0,1,2,9,6.7911707,11311,34,124159,0
0,0,0,1,1,1,4,4.4407207,15069,44,100927.19,0
0,0,0,0,0,3,11,7.8162186,8924,42,125739.63,0
0,0,0,0,0,4,12,7.0035705,13117,41,90426.02,0
0,0,0,0,1,3,16,6.5729163,12210,31,131646.75,1
0,0,0,0,0,0,1,19.1421105,7539,45,157492,0
0,0,1,1,1,2,5,1.5264338,3673,41,125552,0
0,0,0,0,0,0,19,10.519025,9809,40,146348,0
0,0,0,1,2,2,15,3.4560651,11345,31,130480.48,0
0,0,0,10,30,83,181,2.051741,34221,28,182927.31,1
1,1,8,68,105,139,228,0.1281562,34221,28,182927.31,1
0,0,1,1,2,4,9,1.6278821,11258,38,116987,0
0,0,0,0,0,1,4,8.5912746,11251,41,106476,0
0,0,0,0,0,0,5,13.4833451,11914,38,107411.92,0
0,0,0,0,0,0,11,12.0104121,17516,34,126162.82,0
0,0,0,1,1,3,12,2.679251,12210,31,131646.75,0
0,0,0,0,0,1,6,9.1127018,7820,32,103761.97,1
0,0,0,4,11,17,148,2.1830593,32393,30,142538.14,0
0,0,0,0,0,1,7,9.9344773,8748,32,158305,0
0,0,1,16,41,84,236,1.2222766,34221,28,182927.31,1
0,0,0,0,0,0,6,13.7975485,35035,40,108496.35,0
0,0,0,0,1,2,4,5.9008474,15069,44,100927.19,0
0,0,0,0,2,4,8,6.3702433,12346,41,117432,0
0,0,0,0,0,1,5,7.1168813,8779,39,102729.61,0
0,0,0,0,1,2,4,5.7218878,18295,36,108496.35,0
0,0,0,7,13,87,228,2.3257242,36981,31,164856,0
0,1,1,2,2,2,6,0.7170077,8924,42,125739.63,0
0,0,1,1,1,1,4,1.7088007,15069,44,100927.19,0
0,0,0,0,1,1,5,6.9487118,17870,41,143598.91,0
1,3,4,64,104,151,246,0,34221,28,182927.31,1
0,0,0,0,0,0,5,16.1519434,9809,40,146348,0
0,0,0,0,1,1,4,6.6272166,15069,44,100927.19,0
0,0,0,0,0,3,6,9.3984225,23639,42,90300,0
0,0,0,0,1,1,2,5.9228372,6513,35,102979.26,0
0,0,0,0,0,1,5,7.8847955,6232,39,128184,0
0,0,0,0,0,0,11,12.4390514,8283,36,117590.58,1
0,0,0,0,0,1,5,9.3169957,3549,42,90300,0
0,0,0,0,1,1,9,6.035014,17516,34,126162.82,0
0,0,0,1,1,2,11,4.6097722,9005,31,105797,0
0,0,0,1,1,2,5,4.2154478,20434,39,126866,0
1,1,6,38,77,135,245,0.4501244,18614,30,169443.96,0
0,0,0,0,1,1,2,6.4288413,8779,39,102729.61,0
0,0,1,1,1,1,1,1.8248288,39305,37,138248,0
0,0,0,0,0,0,4,11.0679718,11914,38,107411.92,0
17,18,22,42,57,94,231,0.0288617,36981,31,164856,1
0,0,1,1,1,4,12,1.5,13117,41,90426.02,0
0,0,0,0,0,1,3,7.7252832,11251,41,106476,0
0,0,0,0,0,1,5,9.2703829,18295,36,108496.35,0
0,0,0,1,1,2,15,2.3323808,6191,37,123540,0
0,0,0,0,0,2,8,8.8814413,32393,30,142538.14,0
0,1,1,4,9,12,25,0.562466,12210,31,131646.75,1
0,0,1,1,1,1,13,1.3892444,8283,36,117590.58,0
0,0,0,1,1,2,4,3.5611039,20434,39,126866,0
0,0,0,1,2,2,9,4.2047592,9546,34,147858.21,0
0,2,2,6,7,14,27,0.7274895,26977,23,148577.18,0
0,0,0,0,1,1,2,5.0990195,17870,41,143598.91,0
2,2,2,8,48,84,222,0.0694622,18614,30,169443.96,1
0,0,0,0,1,3,16,5.7201399,11311,34,124159,0
0,0,0,1,1,2,4,2.5238859,6232,39,128184,0
0,0,0,2,4,6,8,3.7947332,20434,39,126866,0
0,0,0,1,1,3,25,3.5234338,26977,23,148577.18,0
0,0,0,0,0,1,2,9.5707889,7769,42,106839.01,0
0,0,0,2,2,2,4,3.138471,13117,41,90426.02,0
0,0,0,0,0,1,1,7.0802542,8779,39,102729.61,0
0,0,1,1,1,2,13,1.5231546,11311,34,124159,0
0,0,0,0,1,1,4,6.1741396,15069,44,100927.19,0
0,0,0,1,1,1,9,2.8425341,32393,30,142538.14,0
0,0,0,0,1,1,5,5.594616,7394,38,87500,0
17,18,22,42,57,94,231,0.0228254,36981,31,164856,1
0,0,0,0,0,1,26,7.7238971,26977,23,148577.18,0
0,0,0,0,5,7,20,6.0966215,9809,40,146348,0
0,0,2,16,43,115,237,1.4540031,36981,31,164856,1
0,0,0,1,1,2,13,4.9166966,6232,39,128184,0
0,1,2,4,4,14,27,0.9107782,26977,23,148577.18,0
0,0,0,0,0,3,6,9.031741,23639,42,90300,0
0,0,0,0,0,1,4,8.6005814,27338,33,137513.32,0
0,0,0,1,1,3,15,4.4553339,12210,31,131646.75,0
0,0,0,0,0,0,2,11.1892806,3549,42,90300,0
0,0,0,1,1,2,4,4.7423623,27338,37,136748,0
0,0,0,1,4,5,22,4.1540046,9546,34,147858.21,0
5,6,8,11,25,44,166,0.1309809,32393,30,142538.14,1
0,0,0,15,20,38,123,2.0135205,6232,39,128184,0
0,0,0,0,2,4,8,5.7271284,11258,38,116987,0
0,0,0,0,0,0,3,10.8571794,35035,40,108496.35,0
0,0,0,0,0,1,6,9.2005435,12356,37,101759,0
0,0,0,0,0,0,5,12.0341182,18295,36,108496.35,0
0,0,0,1,1,1,3,4.5793013,16871,35,144796,0
0,0,0,1,1,3,23,3.3286634,32393,30,142538.14,0
0,0,0,1,3,5,29,2.9954248,29708,32,152263,0
0,0,0,1,1,36,161,4.1962614,34221,28,182927.31,0
0,0,0,1,1,1,6,4.5310043,8924,42,125739.63,0
0,0,0,5,12,27,155,3.2886158,32393,30,142538.14,1
0,0,0,0,1,1,2,6.6128662,8779,39,102729.61,0
0,0,0,0,0,2,6,8.1799128,12360,42,95556,0
0,0,0,0,0,2,7,8.7664132,12346,41,117432,0
0,0,0,1,1,1,4,3.4655447,9450,38,96353.24,0
0,0,0,1,1,1,23,4.414748,11345,31,130480.48,0
0,0,0,0,0,0,6,11.8663389,11914,38,107411.92,0
0,0,0,0,1,2,4,5.9954691,6232,39,128184,0
0,0,0,0,0,0,5,10.5437185,5023,39,111509.65,0
0,1,1,1,1,2,3,0.501011,9450,38,96353.24,0
0,0,0,1,1,3,6,3.6249138,3673,41,125552,0
0,0,0,0,0,1,6,7.6243032,29708,32,152263,0
0,0,1,8,12,24,130,1.9126738,18614,30,169443.96,0
0,0,1,1,1,1,1,1.8439089,7769,42,106839.01,0
0,0,0,0,0,1,4,7.33553,11251,41,106476,0
0,0,0,0,0,2,11,8.8526832,11311,34,124159,0
0,0,0,0,0,0,0,21.7147415,7539,45,157492,0
0,0,0,0,0,1,4,8.6977008,8779,39,102729.61,0
0,0,0,0,1,4,9,5.4136304,11311,34,124159,0
0,0,0,0,0,0,1,13.8697513,16871,35,144796,0
6,7,10,47,77,157,245,0.0304138,18614,30,169443.96,1
0,0,0,1,1,1,5,3.342155,6232,39,128184,0
0,0,0,0,0,2,10,7.324616,13117,41,90426.02,0
0,0,0,0,1,2,16,6.3007936,13117,41,90426.02,0
0,0,0,0,0,1,5,7.6216796,27338,37,136748,0
0,0,0,0,0,0,5,13.513226,9809,40,146348,0
0,0,0,6,6,8,81,2.3961173,34221,28,182927.31,0
0,0,0,1,1,1,7,3.0063922,29708,32,152263,0
0,0,0,1,1,3,21,3.079493,26977,23,148577.18,0
0,0,0,0,0,0,3,11.9854078,3549,42,90300,0
0,0,0,0,0,0,12,10.3684423,15069,44,100927.19,0
0,0,0,0,1,1,3,5.4589376,7769,42,106839.01,0
0,0,0,0,1,1,3,6.1432669,7394,38,87500,0
0,0,0,0,0,0,3,11.7046999,3549,42,90300,0
0,0,0,0,0,1,2,7.4060786,7492,41,87300,0
0,0,0,0,0,0,3,10.6794195,7492,41,87300,0
0,0,0,1,1,2,9,2.8834717,18295,36,108496.35,0
0,0,0,0,2,3,9,5.0660052,18295,36,108496.35,0
0,0,0,0,1,2,4,6.0008333,9450,38,96353.24,0
0,0,0,0,3,4,11,5.9377265,8924,42,125739.63,0
0,0,0,0,0,0,3,11.8225375,39305,37,138248,0
0,0,0,0,0,0,4,12.1049577,8779,39,102729.61,0
0,0,0,0,0,0,4,12.1078487,16871,35,144796,0
9,9,26,72,106,147,237,0.0130384,34221,28,182927.31,1
4,4,10,45,92,138,249,0.010198,34221,28,182927.31,1
0,0,0,1,1,4,7,4.9517674,11311,34,124159,0
0,0,0,0,0,2,5,7.184706,9546,34,147858.21,0
0,0,2,2,18,59,178,1.1757993,6232,39,128184,0
0,0,0,0,0,0,3,10.0117795,7394,38,87500,0
2,2,19,34,85,135,228,0.0815414,34221,28,182927.31,1
4,4,28,63,100,145,236,0.007,34221,28,182927.31,1
0,0,0,0,1,1,2,5.7201399,15069,44,100927.19,0
0,0,0,1,1,2,5,3.9357337,5023,39,111509.65,0
0,0,0,1,1,5,12,2.9068884,13117,41,90426.02,0
4,4,4,6,6,8,27,0.0198494,11311,34,124159,1
0,0,0,1,1,3,7,2.7202941,12346,41,117432,0
0,0,1,3,5,14,26,1.3301729,26977,23,148577.18,1
0,0,0,3,3,3,10,4.5348204,8924,42,125739.63,0
0,1,1,1,1,1,3,0.9848858,16871,35,144796,0
0,0,0,0,0,1,2,9.3984041,39305,37,138248,0
0,0,0,1,1,2,12,2.9546573,8283,36,117590.58,0
0,0,0,0,0,1,4,9.1456902,23639,42,90300,0
0,1,1,1,1,3,7,0.7615773,11345,31,130480.48,0
0,0,0,0,0,2,11,8.5702975,11258,38,116987,0
0,0,0,0,1,7,13,5.6516739,13117,41,90426.02,0
0,0,0,1,1,2,4,4.1340053,5023,39,111509.65,0
0,0,0,0,0,1,3,7.3790243,7492,41,87300,0
0,0,1,1,1,3,12,1.9589806,9005,31,105797,0
0,0,0,0,0,1,5,7.6164296,17870,41,143598.91,0
0,0,0,0,0,0,1,19.822462,7539,45,157492,0
0,0,0,0,1,1,5,6.8476273,27338,37,136748,0
0,0,0,0,0,0,4,10.8374351,23639,42,90300,0
0,0,1,1,1,1,5,1.2206556,27338,37,136748,0
0,0,0,0,0,0,3,10.511898,11914,38,107411.92,0
0,0,0,1,1,3,5,2.912044,5023,39,111509.65,0
0,0,0,0,0,1,3,9.3637599,6513,35,102979.26,0
0,0,0,0,0,1,1,8.5906926,7769,42,106839.01,0
0,0,0,1,1,2,4,4.2059482,27338,37,136748,0
0,0,0,0,0,0,6,14.4543169,9809,40,146348,0
0,0,0,0,0,2,11,9.1416629,20434,39,126866,0
0,0,0,0,1,1,2,6.3788714,5023,39,111509.65,0
0,0,0,0,0,1,8,7.0213959,12360,42,95556,0
0,0,0,0,0,1,5,8.5,8779,39,102729.61,0
0,0,0,0,0,2,32,7.606745,29708,32,152263,0
0,0,0,1,1,1,4,4.0360872,27338,37,136748,0
0,0,0,0,0,0,5,10.9004587,35035,40,108496.35,0
0,0,0,62,79,126,234,2.1053971,34221,28,182927.31,1
0,0,0,0,2,2,4,6.3322057,8779,39,102729.61,0
0,0,0,0,0,3,11,8.5243531,8924,42,125739.63,0
0,0,0,0,1,6,21,5.9539903,11311,34,124159,0
1,1,1,2,3,4,14,0.4713491,27534,32,132468,0
0,0,0,0,1,1,4,5.4744863,20434,39,126866,0
0,0,0,0,0,1,2,7.6896034,8779,39,102729.61,0
0,0,2,38,60,71,206,1.3729763,36981,31,164856,0
0,0,0,0,0,1,5,9.8270036,5023,39,111509.65,0
0,0,0,0,1,2,5,6.7241096,23639,42,90300,0
0,0,0,0,0,1,4,8.8022724,6513,35,102979.26,0
0,0,0,5,5,6,14,2.7018512,16734,38,150821.66,0
0,0,0,1,2,2,3,3.7696154,9450,38,96353.24,0
0,0,0,1,2,4,7,3.4785054,12360,42,95556,0
0,0,0,0,4,5,13,5.2457764,27534,32,132468,0
0,2,3,5,17,27,104,0.8807162,6232,39,128184,0
0,0,0,0,0,0,10,12.2976222,29708,32,152263,0
0,0,0,0,1,1,5,5.1039201,8779,39,102729.61,0
0,0,0,0,0,1,2,9.1579179,20434,39,126866,0
0,1,7,31,54,105,233,0.5317452,34221,28,182927.31,0
0,0,0,1,1,1,7,4.7010637,12346,41,117432,1
0,0,0,1,1,1,5,4.4045431,3549,42,90300,0
0,0,0,5,8,8,25,3.3037568,11311,34,124159,0
0,0,0,0,0,0,3,10.3121288,18295,36,108496.35,0
0,0,0,0,0,2,25,8.9013703,29708,32,152263,0
0,0,0,1,1,1,3,3.2140317,39305,37,138248,0
0,0,0,0,1,1,5,6.762396,3673,41,125552,0
6,7,10,47,77,157,245,0.01,18614,30,169443.96,1
0,0,0,1,1,2,3,2.3600847,27338,33,137513.32,0
0,0,0,0,0,0,10,11.3145923,17516,34,126162.82,0
0,0,0,0,0,0,3,10.5255749,7394,38,87500,0
0,0,0,0,0,0,6,10.1355809,20434,39,126866,0
0,0,0,2,2,3,80,4.389512,3287,35,123131,0
0,0,0,0,0,1,4,7.0682388,16871,35,144796,0
0,0,0,0,1,2,21,5.4711538,11311,34,124159,1
0,0,0,1,1,1,14,3.3955854,8283,36,117590.58,0
0,0,0,0,0,1,6,9.9886986,6191,37,123540,0
0,0,0,0,0,0,3,10.5261579,3549,42,90300,0
0,0,0,1,2,6,14,4.6946005,27534,32,132468,0
0,0,0,0,0,0,3,11.9079805,7769,42,106839.01,0
0,0,0,0,1,1,6,5.0990195,17870,41,143598.91,0
0,0,0,0,1,1,4,5.6097041,13117,41,90426.02,1
0,0,0,0,0,0,11,10.0448992,20434,39,126866,0
0,0,0,0,0,1,6,7.3498299,9546,34,147858.21,0
0,0,1,4,5,12,26,1.8870519,26977,23,148577.18,0
0,0,0,1,1,1,2,4.5880279,12360,42,95556,0
0,0,0,0,0,1,6,9.3770998,29708,32,152263,0
0,2,2,12,54,125,238,0.6528001,36981,31,164856,1
0,0,0,0,1,1,10,5.1855569,16734,38,150821.66,0
0,0,0,0,0,0,7,10.1202767,35035,40,108496.35,0
0,0,0,2,14,27,123,2.8139412,6232,39,128184,0
0,0,0,0,1,1,7,6.2241465,39305,37,138248,0
0,0,0,1,1,1,14,3.9661064,8283,36,117590.58,0
0,0,0,2,6,10,30,3.5079444,26977,23,148577.18,0
0,0,0,0,0,1,2,7.7794601,15069,44,100927.19,0
0,1,16,75,115,142,227,0.6352903,34221,28,182927.31,1
0,0,0,0,0,2,14,7.3824115,17516,34,126162.82,0
0,0,0,0,1,2,12,5.4083269,11258,38,116987,0
0,0,0,2,2,4,16,4.6518813,27534,32,132468,0
0,0,0,0,1,1,10,6.450729,6232,39,128184,0
0,0,0,0,0,1,5,8.2097503,16871,35,144796,0
0,0,0,0,1,7,26,5.8728187,9809,40,146348,0
17,18,22,42,57,94,231,0.029,36981,31,164856,1
0,0,0,1,1,4,9,4.7139574,11311,34,124159,0
0,0,0,5,5,6,13,2.9154759,16734,38,150821.66,0
0,0,0,0,1,1,6,5.8309519,32393,30,142538.14,0
0,1,4,78,107,138,225,0.9828953,34221,28,182927.31,1
0,0,0,0,0,1,11,9.060905,11311,34,124159,0
0,0,0,2,4,6,7,4.6173586,20434,39,126866,0
0,0,0,0,0,0,30,10.969553,6232,39,128184,0
0,0,0,7,7,8,78,2.2911521,34221,28,182927.31,0
0,0,0,0,1,1,5,5.6366133,18295,36,108496.35,1
0,0,0,0,1,1,13,6.1351447,16734,38,150821.66,0
0,0,0,0,0,0,5,10.1378011,35035,40,108496.35,0
0,0,0,4,6,9,27,3.4996453,26977,23,148577.18,0
0,0,0,0,0,0,6,10.3031988,6232,39,128184,0
0,0,1,1,2,3,18,1.4813487,29708,32,152263,0
0,0,0,0,0,0,1,19.7797877,11914,38,107411.92,1
0,0,0,0,0,1,2,7.3979727,8779,39,102729.61,0
0,0,0,1,1,4,19,3.3286634,11311,34,124159,0
0,0,1,1,2,2,8,1.8384776,12346,41,117432,0
0,0,0,0,0,2,9,7.738863,16734,38,150821.66,0
0,0,0,0,3,10,47,5.6086157,32144,30,169577.18,0
0,0,0,1,2,2,6,4.554119,18295,36,108496.35,0
0,0,0,0,0,2,9,7.9611557,11311,34,124159,0
9,9,26,73,106,147,236,0.0349285,34221,28,182927.31,1
0,0,0,1,1,1,4,2.5553865,8924,42,125739.63,0
0,0,0,1,2,3,11,4.1048752,11258,38,116987,0
1,3,9,48,78,117,237,0.4608351,18614,30,169443.96,0
0,0,0,0,0,1,3,8.7321246,7492,41,87300,0
0,0,0,0,0,0,2,11.5676272,6513,35,102979.26,1
0,0,0,0,1,10,78,6.6939747,18614,30,169443.96,0
0,0,1,1,8,9,63,1.0104454,34221,28,182927.31,0
0,0,0,0,0,2,49,8.1244027,11345,31,130480.48,0
0,0,0,0,0,1,1,8.6833173,7769,42,106839.01,0
0,0,10,32,78,134,244,1.1687578,18614,30,169443.96,1
0,0,0,0,0,0,1,16.2861069,7539,45,157492,0
0,0,0,2,2,6,13,3.3543663,27534,32,132468,0
0,0,0,0,0,1,3,7.5325778,7394,38,87500,0
1,1,2,10,53,97,228,0.1539094,11344,32,162709.06,1
0,0,0,0,0,1,3,7.1784399,6513,35,102979.26,0
0,0,1,1,1,2,4,1.9313208,3673,41,125552,0
0,0,0,0,1,1,3,6.4629715,20434,39,126866,0
0,0,0,0,0,0,3,10.0103144,29708,32,152263,0
1,1,3,11,23,104,233,0.3606938,36981,31,164856,0
0,0,0,1,1,1,3,3.2202484,16871,35,144796,0
0,0,0,0,0,1,3,7.3824115,7820,32,103761.97,0
0,0,0,0,1,1,7,6.726812,12360,42,95556,0
1,2,2,24,97,121,205,0.0659242,34221,28,182927.31,1
0,0,0,0,0,2,7,8.4205464,12356,37,101759,0
0,1,2,10,16,25,201,0.9888503,32144,30,169577.18,1
0,0,0,0,0,0,3,10.2176318,3549,42,90300,0
0,0,0,2,4,5,13,3.6724614,8283,36,117590.58,0
0,0,0,3,3,4,10,4.0180338,8924,42,125739.63,0
0,0,0,1,1,1,13,3.1827661,8283,36,117590.58,0
0,0,0,2,5,8,32,2.3481669,26977,23,148577.18,0
0,0,0,0,1,2,7,5.2345009,20434,39,126866,0
0,2,2,2,5,9,19,0.6170519,12210,31,131646.75,1
0,0,0,0,0,2,5,7.119691,27338,37,136748,0
0,0,0,1,1,1,4,3.959798,11251,41,106476,0
0,0,0,8,21,24,98,4.1414617,6232,39,128184,0
0,0,0,1,1,2,4,3.8587563,27338,37,136748,0
0,0,0,0,0,1,5,9.047099,3673,41,125552,1
1,1,2,9,19,63,155,0,18614,30,169443.96,1
0,0,0,0,1,2,3,5.7366768,20434,39,126866,0
0,0,0,0,0,0,6,10.4216122,9450,38,96353.24,0
0,0,3,33,64,86,214,1.0115967,36981,31,164856,1
0,0,0,0,0,2,11,7.0710678,11345,31,130480.48,0
0,0,0,0,1,1,2,6.3655322,15069,44,100927.19,0
0,0,0,1,1,1,4,4.6436761,7394,38,87500,0
15,16,20,59,74,130,213,0.0325576,34221,28,182927.31,1
0,0,0,0,1,5,10,5.2201533,11258,38,116987,0
0,0,0,1,1,1,15,3.4669872,17516,34,126162.82,0
0,0,0,1,4,15,161,4.4631191,11344,32,162709.06,0
0,0,0,1,1,2,6,4.23384,12360,42,95556,1
0,0,0,0,1,2,4,5.8309519,17870,41,143598.91,0
