Points in r1,Points in r2,Points in r3,Points in r4,Points in r5,Points in r6,Points in r7,Distance from closest point,Population ,Average Age,Average Household Income ,Activity
0,0,0,0,0,1,11,9.1678787,11258,38,116987,0
0,0,0,0,1,1,4,6.203225,6513,35,102979.26,0
0,0,0,0,1,6,38,6.4913192,6232,39,128184,0
0,0,0,0,1,1,2,5.6938563,35035,40,108496.35,0
1,1,8,47,74,114,236,0.4237924,18614,30,169443.96,1
0,0,0,0,0,0,1,12.366487,39305,37,138248,0
0,0,0,5,13,31,224,3.3451607,36981,31,164856,0
0,0,0,0,0,0,7,10.008996,12346,41,117432,0
0,0,0,42,79,150,246,2.0820183,36981,31,164856,0
0,0,0,0,0,2,16,8.9754085,11345,31,130480.48,0
0,0,0,0,0,1,6,9.8716767,12356,37,101759,0
0,0,0,0,0,0,1,17.7180699,7539,45,157492,0
0,0,0,0,0,13,116,7.5252995,32393,30,142538.14,0
0,0,0,0,0,1,2,9.9830963,9450,38,96353.24,1
0,0,0,0,0,1,1,9.20489,39305,37,138248,0
0,0,0,0,2,4,10,6.4263141,18295,36,108496.35,0
0,0,0,0,0,0,1,10.1833197,27338,33,137513.32,1
0,0,0,1,1,2,5,3.1575307,6232,39,128184,0
1,1,6,53,72,116,243,0.0359026,36981,31,164856,1
0,0,0,0,0,0,9,10.4135299,17516,34,126162.82,0
0,0,0,1,2,2,11,4.9896278,11345,31,130480.48,0
0,0,0,35,73,144,243,2.5523926,36981,31,164856,0
0,0,0,0,2,3,6,6.4003083,11258,38,116987,0
1,2,2,4,8,25,100,0.0554437,6232,39,128184,1
0,0,0,0,0,4,53,7.5754746,29708,32,152263,0
0,0,1,1,1,1,3,1.4317821,12356,37,101759,0
0,0,3,4,7,16,134,1.7724977,32393,30,142538.14,0
0,0,0,0,0,0,6,11.4127122,12356,37,101759,0
0,0,0,0,4,6,19,5.1084185,32393,30,142538.14,0
0,0,0,0,0,2,5,7.2835431,8779,39,102729.61,0
0,0,0,0,1,1,4,5.4158774,7394,38,87500,0
0,0,0,0,0,0,3,12.8798292,8924,42,125739.63,1
0,0,0,0,2,2,7,5.8051701,12360,42,95556,0
0,0,0,1,1,6,28,4.6331256,6232,39,128184,0
0,0,0,1,1,1,2,2.2044791,7394,38,87500,0
6,7,9,47,77,157,245,0.032,18614,30,169443.96,1
0,0,0,1,1,2,10,2.8792195,6232,39,128184,0
0,0,0,0,1,2,4,5.0089919,27338,37,136748,0
0,0,0,0,0,0,0,20.2061872,5023,39,111509.65,0
0,0,0,0,1,2,10,6.105735,9546,34,147858.21,0
0,0,0,0,0,0,9,13.1382372,9809,40,146348,0
0,0,0,0,0,0,2,13.7760079,39305,37,138248,0
15,16,19,59,74,131,213,0.0332415,34221,28,182927.31,1
0,0,0,0,1,1,6,6.3031738,8924,42,125739.63,0
0,0,1,2,2,3,6,1.4978655,12360,42,95556,0
0,0,1,4,8,12,25,1.8008093,26977,23,148577.18,1
0,0,0,0,0,2,4,8.3759566,17870,41,143598.91,0
0,0,2,7,7,8,73,1.3917374,34221,28,182927.31,0
3,3,5,5,6,7,66,0.0783135,34221,28,182927.31,1
0,0,0,0,1,1,4,6.8709534,17870,41,143598.91,0
0,0,0,0,0,1,4,7.6321688,27338,33,137513.32,0
0,0,0,0,2,2,4,5.4561891,6232,39,128184,0
0,0,0,3,3,8,15,2.198386,8283,36,117590.58,0
0,0,0,0,0,2,3,8.141253,5023,39,111509.65,0
0,0,0,0,1,2,4,6.9971423,9546,34,147858.21,0
2,2,7,57,63,114,240,0.4012107,36981,31,164856,1
0,0,0,0,4,5,9,5.4037024,20434,39,126866,1
0,0,0,1,1,1,17,2.0124612,11311,34,124159,0
0,0,0,0,1,1,2,5.3851648,7769,42,106839.01,0
0,0,0,0,0,0,18,12.3555655,11345,31,130480.48,1
0,0,0,0,0,0,21,10.6087334,5023,39,111509.65,0
0,0,0,0,0,3,4,8.6608314,17870,41,143598.91,0
0,0,0,0,0,1,26,9.4041498,9809,40,146348,0
0,0,0,0,0,1,5,7.4215901,5023,39,111509.65,0
4,4,10,43,91,138,249,0.010198,34221,28,182927.31,1
0,0,0,1,1,1,9,4.9040799,12360,42,95556,0
3,3,5,5,6,7,63,0.0963172,34221,28,182927.31,1
0,0,0,0,0,2,7,9.3430331,8924,42,125739.63,1
0,0,0,0,0,0,0,21.5726679,27338,33,137513.32,1
0,0,0,0,0,2,4,7.4746003,6232,39,128184,0
0,0,0,0,0,2,6,9.6840074,7394,38,87500,0
0,0,0,9,24,53,133,2.9386264,4149,34,115810.76,0
0,0,0,0,0,0,3,11.6107709,11251,41,106476,0
0,0,0,0,1,2,7,6.8476273,16734,38,150821.66,0
0,0,0,0,1,1,2,5.3823787,16871,35,144796,0
2,2,8,56,64,101,237,0.1140175,18614,30,169443.96,1
0,0,0,2,3,4,8,4.1617304,12346,41,117432,0
0,0,0,0,0,0,2,12.6905477,11251,41,106476,1
0,0,0,1,1,1,12,3.9824616,9546,34,147858.21,0
0,0,0,0,0,0,4,12.2298814,5023,39,111509.65,0
0,0,0,0,1,2,11,5.5951223,17516,34,126162.82,0
0,0,0,0,0,1,10,8.6729464,17516,34,126162.82,0
0,0,0,0,2,3,8,6.1098281,11311,34,124159,0
0,0,0,0,0,0,4,10.3,5023,39,111509.65,1
1,1,1,2,4,5,16,0.1611118,27534,32,132468,0
1,1,1,1,1,1,5,0.002,23639,42,90300,1
0,0,0,0,2,7,15,5.077362,8283,36,117590.58,0
0,0,0,0,1,1,1,5.0990195,3549,42,90300,0
1,1,1,1,1,1,5,0.002,23639,42,90300,1
0,0,0,0,0,0,1,13.6356151,39305,37,138248,0
0,0,0,0,0,0,1,10.0895986,7769,42,106839.01,0
0,0,0,9,59,101,232,2.3534834,18614,30,169443.96,0
0,0,0,0,0,1,7,9.5131488,9546,34,147858.21,1
0,0,0,2,2,2,7,2.2184682,12360,42,95556,0
0,0,2,2,2,2,3,1.1317685,17870,41,143598.91,0
2,2,18,40,72,123,212,0.1024207,34221,28,182927.31,1
0,0,0,0,1,1,3,6.3560994,3549,42,90300,0
0,0,1,1,1,1,4,1.9209373,5023,39,111509.65,0
0,0,0,1,7,13,28,4.2324363,26977,23,148577.18,0
0,0,0,2,4,7,13,3.4745683,8283,36,117590.58,1
0,0,0,4,5,5,11,2.2107578,16734,38,150821.66,1
0,0,0,0,0,0,4,11.928118,8779,39,102729.61,0
0,0,5,13,18,51,169,1.1531859,18614,30,169443.96,1
0,0,0,0,0,1,1,9.2913939,8779,39,102729.61,0
0,0,0,2,5,5,17,2.2154228,20434,39,126866,0
0,0,0,0,0,0,1,18.2068668,5023,39,111509.65,0
0,0,0,0,0,2,4,7.324616,8779,39,102729.61,0
0,0,0,0,1,2,12,6.3102568,11258,38,116987,0
0,0,0,1,1,2,7,4.8373546,12346,41,117432,0
1,1,6,44,56,89,231,0.4440462,36981,31,164856,0
2,5,23,73,100,150,240,0.0516236,34221,28,182927.31,1
0,0,0,0,0,1,3,8.8588938,6513,35,102979.26,0
0,0,0,0,1,1,5,6.8319113,9450,38,96353.24,0
0,0,0,7,11,21,169,2.5862734,32144,30,169577.18,1
0,0,0,0,0,1,2,9.20489,8779,39,102729.61,0
0,0,0,0,2,2,4,5.0931326,18295,36,108496.35,0
0,0,1,1,1,2,7,1.5,9005,31,105797,0
0,0,0,0,1,1,4,5.6293872,5023,39,111509.65,0
0,0,1,13,16,58,150,1.361903,6232,39,128184,1
0,0,0,0,1,2,25,6.090156,11345,31,130480.48,0
15,15,25,59,74,128,215,0.0278029,34221,28,182927.31,1
0,0,0,1,1,2,7,3.6796739,3673,41,125552,0
0,0,0,0,0,1,3,9.5131488,11914,38,107411.92,0
0,0,0,0,1,1,12,5.7982756,17516,34,126162.82,0
0,0,0,1,2,3,4,4.4011362,6232,39,128184,0
0,0,0,0,1,2,4,5.6044625,9450,38,96353.24,0
0,0,0,0,1,1,8,6.8007353,9005,31,105797,0
0,0,0,0,0,0,4,10.4446158,5023,39,111509.65,0
0,0,0,1,2,2,5,3.4481879,27338,37,136748,0
0,0,0,1,2,2,24,4.1344697,32144,31,167577.18,0
1,1,2,5,9,13,27,0.460541,26977,23,148577.18,0
0,0,0,0,0,1,3,7.4249579,39305,37,138248,0
0,0,0,0,0,1,9,8.6737762,29708,32,152263,0
0,0,0,1,2,4,6,3.5575849,12356,37,101759,0
0,0,0,0,0,0,1,15.0721598,16871,35,144796,0
0,0,0,0,0,1,4,7.6550637,16871,35,144796,0
0,0,0,1,3,4,6,2.1213203,12360,42,95556,0
0,0,0,7,7,7,43,2.4732434,34221,28,182927.31,0
0,0,0,0,2,2,6,5.4451814,8779,39,102729.61,0
1,2,3,9,22,80,175,0.1860242,34221,28,182927.31,1
0,0,0,1,1,1,5,3.4928498,8924,42,125739.63,0
0,0,0,0,1,1,5,5.1662365,27338,37,136748,0
0,0,0,0,1,6,13,6.9641941,16734,38,150821.66,0
0,0,0,12,37,64,231,2.537871,34221,28,182927.31,1
0,0,0,0,0,1,4,8.6005814,16871,35,144796,0
0,0,0,1,1,1,3,3.6220797,20434,39,126866,0
0,0,0,0,1,1,3,6.7778852,7394,38,87500,0
0,0,0,0,0,1,3,9.9080775,27338,33,137513.32,0
0,0,0,0,1,1,5,6.4350602,9450,38,96353.24,0
5,5,8,10,24,44,165,0.0590339,32393,30,142538.14,1
0,0,0,0,0,1,7,8.8360216,9809,40,146348,0
0,0,0,1,2,4,8,2.3437052,12346,41,117432,0
0,0,0,0,0,1,6,7.41485,7820,32,103761.97,0
0,0,0,1,1,3,14,3.2756679,20434,39,126866,0
0,0,0,1,1,1,11,4.4553339,13117,41,90426.02,0
0,0,0,0,0,2,8,7.6075029,11258,38,116987,0
0,0,1,36,69,120,205,1.9905087,34221,28,182927.31,0
0,0,0,0,2,2,4,5.2004711,17870,41,143598.91,0
0,0,0,0,1,2,11,5.7706152,12360,42,95556,0
0,0,0,1,6,6,29,3.0056369,6232,39,128184,0
0,0,0,1,1,12,159,2.5993393,32144,30,169577.18,0
0,0,0,0,4,6,17,5.5685213,17516,34,126162.82,0
0,0,0,6,10,15,131,2.3524883,32144,30,169577.18,0
0,0,0,0,0,1,1,9.6540147,7769,42,106839.01,0
0,0,0,0,1,2,4,6.1983869,15069,44,100927.19,0
0,0,0,2,4,13,27,2.0443867,26977,23,148577.18,0
0,0,0,0,0,1,2,7.4215901,11251,41,106476,0
0,0,0,0,11,29,114,5.226837,4149,34,115810.76,0
0,0,0,0,0,1,4,8.1043198,6513,35,102979.26,0
0,0,0,1,2,2,7,4.7199154,12356,37,101759,0
0,0,0,0,2,14,173,6.188938,32144,30,169577.18,1
0,0,1,1,2,5,10,1.1313708,32393,30,142538.14,0
0,0,0,0,0,0,5,11.8240015,9450,38,96353.24,0
0,0,0,0,0,2,3,7.3979727,8779,39,102729.61,0
0,0,0,0,0,1,5,8.6683332,18295,36,108496.35,0
0,0,0,2,4,5,21,3.8139257,9809,40,146348,0
0,0,0,0,0,1,1,9.4339811,7769,42,106839.01,0
0,0,0,0,1,2,14,6.5192024,17516,34,126162.82,0
0,0,0,0,1,2,8,6.631297,11258,38,116987,0
0,0,0,7,7,8,24,2.0310433,11311,34,124159,0
0,0,0,0,0,1,5,9.1127018,7820,32,103761.97,1
0,0,0,0,1,2,5,6.5734314,17870,41,143598.91,0
0,0,0,0,0,1,6,8.5024646,6232,39,128184,0
0,0,0,0,0,2,5,8.4433406,27338,37,136748,0
0,0,0,0,0,1,9,7.5600331,6191,37,123540,0
0,0,0,2,2,5,12,3.0392994,11258,38,116987,0
0,0,0,0,0,1,6,7.6321688,12346,41,117432,0
0,0,0,0,0,2,2,8.6267027,15069,44,100927.19,0
0,0,0,0,1,2,9,5.6639209,9546,34,147858.21,0
2,3,9,12,22,48,167,0.2977331,32393,30,142538.14,0
0,0,0,1,1,1,5,4.2755117,9546,34,147858.21,0
0,0,0,0,0,0,2,13.8139203,39305,37,138248,0
0,0,0,1,1,1,4,2.5226431,7394,38,87500,0
0,0,0,0,0,0,3,11.0602893,8779,39,102729.61,0
0,0,0,1,7,8,22,4.917436,11311,34,124159,0
0,0,0,0,0,2,9,7.3348483,12346,41,117432,0
0,0,0,0,0,1,4,9.3236259,8779,39,102729.61,0
0,0,0,0,1,1,2,6.306346,27338,33,137513.32,0
0,0,0,0,1,1,5,5.8618811,23639,42,90300,0
0,0,0,0,1,1,2,6.942622,7769,42,106839.01,0
2,5,19,76,103,149,242,0.1182074,34221,28,182927.31,1
0,0,0,0,0,1,3,9.284934,9450,38,96353.24,0
0,0,0,0,1,1,4,6.8029405,6513,35,102979.26,0
0,0,0,1,1,1,4,2.9529646,15069,44,100927.19,0
0,0,0,0,0,2,6,7.4886581,27338,37,136748,0
0,0,0,0,0,0,5,11.1,8924,42,125739.63,0
0,0,0,1,6,8,20,2.3769729,11311,34,124159,0
0,0,0,0,1,2,15,6.4836685,11345,31,130480.48,0
0,0,0,0,0,1,6,9.4540996,32393,30,142538.14,1
0,0,0,0,1,2,4,6.203225,11251,41,106476,0
0,0,0,0,0,0,1,13.2034087,6513,35,102979.26,0
0,0,0,1,2,4,14,3.1876858,6191,37,123540,0
0,0,0,0,0,1,8,8.845903,17516,34,126162.82,0
0,0,0,0,1,2,5,5.1855569,27338,37,136748,0
0,1,5,15,21,54,128,0.9165054,6232,39,128184,1
0,0,0,1,2,2,13,4.9621778,20434,39,126866,1
0,0,0,0,0,1,5,9.1026178,6232,39,128184,0
0,0,0,0,0,0,3,15.8533908,7539,45,157492,0
0,0,0,0,1,2,9,5.4488531,8924,42,125739.63,0
0,0,0,0,1,2,12,6.9254127,11258,38,116987,0
0,0,0,0,1,1,3,6.0638272,16871,35,144796,0
0,0,0,0,1,1,10,6.0575655,6191,37,123540,0
0,0,0,0,0,1,5,9.5880134,3673,41,125552,0
0,0,0,1,2,4,13,4.1824829,11258,38,116987,1
0,0,0,0,0,0,1,11.2040171,6513,35,102979.26,0
0,0,0,0,0,0,3,11.0748241,7394,38,87500,0
0,0,0,0,0,1,6,7.184706,35035,40,108496.35,0
0,0,0,7,22,92,232,3.6504764,18614,30,169443.96,0
0,0,0,0,0,0,4,12.9034879,11914,38,107411.92,0
0,0,0,0,0,0,0,20.2356122,11251,41,106476,0
0,0,0,0,2,2,9,5.3310412,20434,39,126866,1
0,0,0,0,0,0,3,10.026465,6513,35,102979.26,0
0,0,0,0,0,5,19,8.5354073,11311,34,124159,0
2,2,2,9,52,77,183,0.256632,18614,30,169443.96,1
0,0,0,0,0,2,7,7.3790243,12360,42,95556,0
0,0,1,3,4,8,44,1.9229545,32393,30,142538.14,0
1,1,7,48,68,112,234,0.4237924,18614,30,169443.96,1
4,4,11,51,88,131,234,0.1133181,34221,28,182927.31,1
0,0,0,0,1,1,3,6.6068147,7492,41,87300,0
0,0,1,2,3,3,10,1.1401754,20434,39,126866,0
0,0,0,0,1,1,3,5.804344,23639,42,90300,0
0,0,0,1,1,3,11,2.5059928,9546,34,147858.21,0
0,0,0,1,1,1,5,3.6013886,6232,39,128184,0
0,0,0,0,0,1,10,9.2763139,13117,41,90426.02,0
0,0,0,0,0,0,7,10.2693719,16871,35,144796,0
0,0,0,0,1,1,1,5.4589376,7769,42,106839.01,0
0,0,1,1,1,2,13,1.2041595,13117,41,90426.02,0
6,7,11,15,25,62,160,0.0302655,6232,39,128184,1
0,0,0,0,0,1,3,8.4570597,23639,42,90300,1
0,0,0,0,0,1,10,8.1549613,17516,34,126162.82,0
0,0,0,8,18,25,130,2.4917622,18614,30,169443.96,1
0,0,0,2,5,11,19,3.6354291,12210,31,131646.75,0
0,0,0,1,3,4,13,4.6543194,27534,32,132468,0
0,0,0,0,0,2,8,7.0724819,9546,34,147858.21,0
0,0,0,0,0,1,6,7.2994757,35035,40,108496.35,0
1,1,2,15,21,30,192,0.0376563,32144,30,169577.18,1
5,7,15,32,45,126,224,0.0296142,34221,28,182927.31,1
0,0,0,0,0,1,3,8.4593144,16871,35,144796,0
0,0,0,0,0,0,10,10.0498756,32393,30,142538.14,0
0,0,0,0,0,0,15,10.4666059,9809,40,146348,0
0,0,0,0,0,1,5,9.284934,17870,41,143598.91,0
0,0,0,0,0,1,6,8.2775359,12356,37,101759,0
0,0,0,1,1,1,5,4.9010203,35035,40,108496.35,0
0,0,0,1,1,1,3,2.3771857,9450,38,96353.24,0
0,0,0,0,0,1,6,9.3343452,29708,32,152263,0
0,0,0,1,1,1,14,2.6248809,16734,38,150821.66,0
0,0,0,1,1,2,5,4.23384,12360,42,95556,1
0,0,0,1,4,10,73,2.6383707,32144,31,167577.18,0
0,0,0,0,0,1,4,9.2086915,16871,35,144796,0
0,0,0,0,0,1,4,9.2005435,7492,41,87300,0
0,0,0,0,5,7,21,6.4538976,9809,40,146348,0
0,0,0,0,0,0,9,11.5,13117,41,90426.02,0
0,0,0,15,37,55,175,2.3427857,32393,30,142538.14,0
1,3,4,29,49,113,190,0.179,34221,28,182927.31,1
0,0,0,3,3,4,8,4.2577112,16734,38,150821.66,0
0,0,1,1,1,2,15,1.7029386,13117,41,90426.02,0
0,0,0,0,4,19,113,5.5007113,4149,34,115810.76,0
0,0,0,1,1,1,3,4.8638936,20434,39,126866,0
0,0,0,0,1,1,4,5.3225934,8779,39,102729.61,0
0,0,0,0,0,2,4,8.060397,6232,39,128184,0
0,0,0,0,0,0,3,10.6212052,11251,41,106476,0
0,0,0,3,9,13,26,2.1739443,26977,23,148577.18,0
0,0,0,0,0,0,2,11.8270876,5023,39,111509.65,0
0,0,0,0,0,1,5,7.7826731,6232,39,128184,0
0,0,0,0,1,2,5,6.6730802,8924,42,125739.63,0
0,0,0,0,0,3,18,7.0565137,12210,31,131646.75,0
0,0,0,0,0,1,13,7.1568149,17516,34,126162.82,0
0,0,0,2,2,2,3,3.6123261,7769,42,106839.01,0
0,0,0,1,1,1,15,4.0049969,6191,37,123540,0
0,0,0,1,1,2,3,4.5177428,9450,38,96353.24,0
0,0,0,0,1,1,5,6.1983869,35035,40,108496.35,0
0,0,0,1,1,1,5,4.4294469,35035,40,108496.35,0
0,0,0,1,1,3,13,4.7010637,12360,42,95556,0
0,0,0,0,0,4,22,7.7342025,9809,40,146348,0
0,0,0,1,1,2,4,4.0258726,6232,39,128184,0
0,0,0,1,1,1,6,4.0279767,17870,41,143598.91,0
15,16,24,59,75,131,214,0.0462277,34221,28,182927.31,1
0,1,1,1,3,4,20,0.8551474,26977,23,148577.18,0
0,0,0,0,0,1,6,9.2913939,3673,41,125552,0
0,0,0,0,0,0,3,10.4783115,3673,41,125552,0
0,0,0,0,1,1,10,6.9650121,17516,34,126162.82,0
6,7,11,15,25,60,160,0.0680294,6232,39,128184,1
1,1,1,1,1,1,40,0.1970913,18295,36,108496.35,1
0,0,0,0,0,0,6,11.3023188,12356,37,101759,0
0,0,0,0,0,1,2,7.3164199,6513,35,102979.26,0
0,0,0,1,1,2,5,4.9477268,9546,34,147858.21,0
0,0,0,1,1,1,15,3.1016125,17516,34,126162.82,0
0,0,0,0,0,1,2,8.9961103,6513,35,102979.26,0
0,0,1,5,6,6,13,1.7029386,16734,38,150821.66,0
0,0,0,0,1,2,10,6.3780875,32393,30,142538.14,0
0,0,0,0,0,1,6,7.6694198,9546,34,147858.21,0
0,0,0,1,1,2,8,2.9698485,9546,34,147858.21,0
0,0,0,0,0,0,3,11.8697093,27338,33,137513.32,0
0,0,0,0,1,1,4,5.6097041,13117,41,90426.02,1
0,0,0,0,0,3,9,7.4202426,16871,35,144796,0
2,2,8,55,64,102,237,0.1140175,18614,30,169443.96,1
0,2,4,15,21,54,199,0.6767097,32144,30,169577.18,0
0,0,0,1,1,1,3,3.9661064,39305,37,138248,0
0,0,0,0,0,1,4,7.9624117,3549,42,90300,0
0,0,0,0,0,1,3,7.9101201,27338,33,137513.32,0
0,0,0,0,0,0,6,11.964113,39305,37,138248,0
0,0,0,0,1,1,7,5.3712196,12360,42,95556,0
0,0,0,4,8,10,26,3.4384137,12210,31,131646.75,1
0,0,0,1,2,2,3,4.4697888,9450,38,96353.24,0
0,0,0,0,0,1,67,7.4379584,6232,39,128184,0
0,0,0,1,1,4,32,4.86621,32393,30,142538.14,0
0,0,0,1,2,2,12,4.1012193,9546,34,147858.21,0
0,0,0,0,1,1,12,6.4671364,6232,39,128184,0
0,0,0,0,2,5,14,5.3543696,27534,32,132468,0
0,0,0,1,1,2,13,4.9091751,12360,42,95556,0
0,0,0,0,0,0,5,15.3654351,11914,38,107411.92,0
0,0,2,28,43,90,237,1.2788526,34221,28,182927.31,0
0,0,0,0,0,2,13,8.6383971,6232,39,128184,0
0,0,0,2,7,7,23,2.5074244,26977,23,148577.18,0
0,0,0,0,0,5,10,8.9857359,16734,38,150821.66,0
0,0,0,1,1,2,4,4.472136,17870,41,143598.91,0
0,0,0,0,0,2,8,7.0092796,12346,41,117432,0
9,9,26,73,106,147,237,0.0092195,34221,28,182927.31,1
0,0,0,1,5,6,27,4.0392887,6232,39,128184,0
0,2,14,80,115,143,227,0.6352903,34221,28,182927.31,1
0,0,0,0,0,12,101,7.5972311,32393,30,142538.14,0
0,0,0,3,6,8,13,2.0507681,8283,36,117590.58,0
0,0,0,1,1,1,2,4.5694639,6513,35,102979.26,0
0,0,1,6,6,7,25,1.019949,11311,34,124159,1
0,0,0,0,1,1,3,5.2345009,7769,42,106839.01,0
0,0,0,0,0,0,2,10.4656324,20434,39,126866,0
0,0,0,1,2,3,26,2.0913728,32144,31,167577.18,0
4,4,11,51,89,130,234,0.0345398,34221,28,182927.31,1
0,0,0,2,2,5,51,3.851729,18295,36,108496.35,0
0,0,0,0,0,1,5,8.4239932,20434,39,126866,1
0,0,0,0,0,0,3,10.2200783,13117,41,90426.02,0
0,0,0,0,0,0,2,15.8028478,7539,45,157492,0
0,0,0,1,1,1,24,4.7423623,11345,31,130480.48,0
0,0,0,6,8,13,20,2.7035756,12210,31,131646.75,0
0,0,0,0,1,2,6,6.6219333,12346,41,117432,0
0,0,0,0,0,1,10,7.7918624,15069,44,100927.19,0
0,0,0,0,0,1,4,7.5953933,5023,39,111509.65,0
0,0,1,1,1,1,4,1.4866069,17870,41,143598.91,0
0,0,0,1,1,1,9,4.3908997,32393,30,142538.14,0
0,0,0,0,0,1,11,9.457801,13117,41,90426.02,0
0,0,0,0,2,4,13,5.7002931,6191,37,123540,0
0,0,0,0,1,1,4,6.2008064,13117,41,90426.02,0
0,0,0,0,1,1,5,5.0219518,35035,40,108496.35,0
0,0,0,1,1,2,9,3.778108,6191,37,123540,0
0,0,0,1,1,2,18,3.8078866,12210,31,131646.75,0
0,0,0,0,1,1,5,6.1846584,12356,37,101759,0
0,0,0,2,7,7,23,2.4358114,26977,23,148577.18,0
0,0,1,10,12,30,150,1.9611017,32393,30,142538.14,0
0,0,0,0,0,1,8,9.3890149,12356,37,101759,0
1,3,8,51,88,163,246,0,34221,28,182927.31,1
17,17,23,41,58,91,231,0.1224132,36981,31,164856,1
0,0,0,0,2,4,20,5.8947918,8748,32,158305,0
0,0,0,1,1,2,6,3.4176015,5023,39,111509.65,0
0,0,0,1,1,10,82,3.1454602,32393,30,142538.14,0
0,0,0,0,0,1,7,8.7847935,17870,41,143598.91,0
0,0,0,0,0,1,6,8.7091905,12356,37,101759,0
0,0,0,0,0,1,4,9.3663545,11914,38,107411.92,0
0,0,0,0,0,1,5,7.2622311,18295,36,108496.35,0
0,0,0,1,1,2,10,4.7089383,6191,37,123540,0
0,0,0,0,1,1,2,6.9115845,27338,33,137513.32,0
0,0,0,0,0,0,1,18.7970742,6513,35,102979.26,0
0,0,0,1,1,2,2,4.3324358,27338,33,137513.32,0
0,0,0,0,0,1,4,8.2851922,3549,42,90300,0
0,0,1,1,1,4,8,1.6401219,8924,42,125739.63,0
0,0,0,0,1,1,3,6.9050706,6513,35,102979.26,0
0,0,0,0,0,0,9,11.5485045,32393,30,142538.14,0
0,0,0,0,0,3,7,8.5866175,8924,42,125739.63,0
0,0,1,1,1,1,4,1.681585,7394,38,87500,0
0,0,0,1,1,2,2,3.8897301,6513,35,102979.26,0
0,0,0,1,1,1,3,4.2179393,9450,38,96353.24,0
0,0,0,0,0,1,3,8.8204308,7769,42,106839.01,0
0,0,0,1,1,2,4,3.8275318,13117,41,90426.02,0
1,2,5,22,60,87,238,0.2687043,36981,31,164856,1
0,0,0,0,0,2,16,8.2611111,11345,31,130480.48,0
0,0,0,0,1,1,5,5.5655772,6232,39,128184,0
0,0,0,0,1,1,5,6.7119297,12356,37,101759,0
0,0,0,1,1,3,15,2.9137325,9005,31,105797,0
0,0,0,0,1,1,6,5.3075418,6232,39,128184,0
0,0,0,0,0,0,4,12.1532031,6232,39,128184,0
0,0,0,2,2,3,5,2.8672239,12356,37,101759,0
0,0,0,2,2,2,5,2.1966156,13117,41,90426.02,0
0,0,0,0,0,0,2,16.59518,16871,35,144796,0
0,0,0,1,1,1,2,3.1112698,6513,35,102979.26,0
0,0,0,0,1,3,6,5.3235327,18295,36,108496.35,0
0,0,0,1,1,1,14,3.6359318,17516,34,126162.82,0
0,0,0,0,0,1,7,10,16871,35,144796,0
0,0,1,1,1,1,4,1.5811388,7820,32,103761.97,0
0,0,0,0,0,0,6,10.6831643,20434,39,126866,0
0,0,1,5,10,26,214,1.5860987,32144,30,169577.18,0
0,0,0,0,0,1,4,9.749359,27338,37,136748,0
2,5,19,74,102,149,242,0.0736817,34221,28,182927.31,1
17,18,22,42,57,94,231,0.0254951,36981,31,164856,1
0,0,0,0,0,0,4,15.5724115,11914,38,107411.92,0
0,0,0,1,1,1,3,4.1231056,17870,41,143598.91,0
0,0,0,0,0,0,15,10.7356341,9809,40,146348,0
0,2,2,3,3,8,15,0.8859464,8283,36,117590.58,0
0,0,1,1,1,1,4,1.9697716,11251,41,106476,0
0,0,0,0,0,4,9,7.4480382,8924,42,125739.63,0
0,0,0,1,1,1,3,3.0870698,6513,35,102979.26,0
0,0,0,0,0,1,4,7.851352,7394,38,87500,0
0,0,0,2,2,3,8,4.3240167,13117,41,90426.02,0
0,0,0,0,1,1,5,5.0497255,7394,38,87500,0
1,1,2,15,21,30,192,0.0376563,32144,30,169577.18,1
0,0,1,23,45,87,204,1.4096006,34221,28,182927.31,1
0,0,0,0,0,2,9,7.5,12360,42,95556,0
1,1,1,1,3,5,14,0.123,20434,39,126866,1
0,0,0,1,3,7,75,4.2470099,6232,39,128184,0
0,0,0,1,1,1,5,3.3600595,27338,37,136748,0
0,0,0,0,0,0,9,10.1656925,6232,39,128184,1
0,0,0,0,0,0,3,15.714719,9809,40,146348,0
0,0,0,0,0,2,8,7.9555012,8924,42,125739.63,0
0,0,0,0,0,0,7,10.4116767,18295,36,108496.35,0
0,0,0,0,0,0,6,12.2576507,13117,41,90426.02,0
0,0,0,1,1,2,14,2.4186773,13117,41,90426.02,0
0,0,0,1,1,1,5,4.9193496,8924,42,125739.63,0
2,2,2,10,55,77,186,0.1103857,18614,30,169443.96,1
0,0,0,0,1,2,7,5.7337266,27338,37,136748,0
0,0,0,1,2,2,11,4,32393,30,142538.14,0
0,0,0,1,1,3,6,3.5128336,18295,36,108496.35,0
0,0,0,3,13,37,157,3.8123379,34221,28,182927.31,0
0,0,0,0,1,1,9,6.0406953,16734,38,150821.66,0
0,0,0,0,1,1,3,5.8034473,11251,41,106476,0
0,0,0,1,1,1,5,4.9022057,27338,37,136748,0
0,0,0,2,2,3,7,2.8017851,13117,41,90426.02,0
0,0,0,0,0,0,9,11.0217966,32393,30,142538.14,0
0,0,0,0,2,6,11,5.5739661,27534,32,132468,1
0,0,0,0,1,6,15,5.5226805,11345,31,130480.48,0
0,0,0,0,1,2,7,6.5924199,9546,34,147858.21,0
0,1,1,1,1,2,9,0.9055385,9546,34,147858.21,0
